accuracy,loss,val_accuracy,val_loss
0.991150438785553,0.030042268335819244,1.0,0.00472005782648921
0.982300877571106,0.03485382720828056,1.0,0.004278398584574461
1.0,0.013121161609888077,1.0,0.003960932604968548
1.0,0.017295878380537033,1.0,0.0037005278281867504
0.991150438785553,0.02519737370312214,1.0,0.0032306131906807423
1.0,0.012332061305642128,1.0,0.0029977604281157255
1.0,0.012964829802513123,1.0,0.002872444223612547
0.991150438785553,0.01970997080206871,1.0,0.0027941151056438684
1.0,0.008775102905929089,1.0,0.00274636410176754
1.0,0.00853122677654028,1.0,0.0026627625338733196
1.0,0.011179298162460327,1.0,0.0025321929715573788
1.0,0.010344073176383972,1.0,0.0024220896884799004
1.0,0.009560424834489822,1.0,0.002278804313391447
1.0,0.011261965148150921,1.0,0.0021574171259999275
1.0,0.007848900742828846,1.0,0.0020048520527780056
1.0,0.005930708721280098,1.0,0.0019149503204971552
1.0,0.008283037692308426,1.0,0.001835938892327249
1.0,0.01377857569605112,1.0,0.001687669544480741
0.991150438785553,0.01896587572991848,1.0,0.0015189432306215167
1.0,0.006743281148374081,1.0,0.0014557563699781895
1.0,0.011751575395464897,1.0,0.0013920635683462024
1.0,0.005565142724663019,1.0,0.0013702466385439038
1.0,0.007695438805967569,1.0,0.001296265865676105
1.0,0.005289803724735975,1.0,0.0011960091069340706
1.0,0.006998174823820591,1.0,0.0011290299007669091
1.0,0.011117596179246902,1.0,0.0010604028357192874
1.0,0.009052854962646961,1.0,0.0009783481946215034
1.0,0.00569513812661171,1.0,0.0008888447191566229
1.0,0.009088166989386082,1.0,0.000821585999801755
1.0,0.011009697802364826,1.0,0.0007883005891926587
1.0,0.005080715753138065,1.0,0.0007578725344501436
1.0,0.01192891038954258,1.0,0.0007457934552803636
1.0,0.0038195219822227955,1.0,0.0007272918010130525
0.991150438785553,0.02146175131201744,1.0,0.0007539806538261473
1.0,0.008687854744493961,1.0,0.0007711940561421216
1.0,0.00399988517165184,1.0,0.0007300269207917154
1.0,0.005837739910930395,1.0,0.0006406356114894152
1.0,0.009361965581774712,1.0,0.0005402356619015336
1.0,0.0034773533698171377,1.0,0.0004927930422127247
1.0,0.004600859712809324,1.0,0.00046739730169065297
1.0,0.0034054580610245466,1.0,0.00043781634303741157
1.0,0.002955750562250614,1.0,0.00041876398609019816
1.0,0.002726461738348007,1.0,0.0004050858551636338
1.0,0.0028610366862267256,1.0,0.0003952107799705118
1.0,0.0030349588487297297,1.0,0.00038884137757122517
1.0,0.003478722646832466,1.0,0.00037594191962853074
1.0,0.004172298591583967,1.0,0.00036170557723380625
1.0,0.0051640961319208145,1.0,0.0003511636168695986
1.0,0.00965032260864973,1.0,0.00032119048410095274
1.0,0.0016979529755190015,1.0,0.00030484041781164706
1.0,0.0034929760731756687,1.0,0.00029612486832775176
1.0,0.00929119810461998,1.0,0.00030048220651224256
1.0,0.0018890792271122336,1.0,0.0003095394349656999
1.0,0.003224037354812026,1.0,0.00030958131537772715
1.0,0.004244552459567785,1.0,0.000308065238641575
1.0,0.0027410611510276794,1.0,0.0003022909222636372
1.0,0.0025971007999032736,1.0,0.00029410101706162095
1.0,0.0017790310084819794,1.0,0.0002859856467694044
1.0,0.0013802674366161227,1.0,0.00027902680449187756
1.0,0.0012153401039540768,1.0,0.0002737104950938374
1.0,0.0027215047739446163,1.0,0.0002646921784617007
1.0,0.0028190971352159977,1.0,0.00025443496997468174
1.0,0.0019698196556419134,1.0,0.0002472996129654348
1.0,0.0031486230436712503,1.0,0.00024102740280795842
1.0,0.0019263984868302941,1.0,0.00023182811855804175
1.0,0.001508236164227128,1.0,0.00022641432587988675
1.0,0.004452588967978954,1.0,0.0002261029148939997
